,id,country,ccode,year,region,protest,protestnumber,protesterviolence,location,participants_category,participants,protesteridentity,arrests,accomodation,beatings,crowddispersal,ignore,killings,no_response,shootings,labor_wage_dispute,land_farm_issue,no_demands,police_brutality,political_behavior_process,price increases_tax_policy,removal_of_politician,social_restrictions,start_date,end_date
177,402017002,Cuba,40,2017,North America,1,2,0.0,Havana,50-99,dozens,ladies in white,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,2017-01-08,2017-01-08
179,402019001,Cuba,40,2019,North America,1,1,0.0,Havana,100-999,400,animal rights activists,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2019-04-07,2019-04-07
180,402019002,Cuba,40,2019,North America,1,2,0.0,Malec n,100-999,100,evangelicals,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,2019-09-01,2019-09-01
182,411990001,Haiti,41,1990,North America,1,1,1.0,national,,1000s,students,1,1,0,1,0,1,1,1,0,0,2,1,0,0,1,0,1990-03-08,1990-03-11
183,411990002,Haiti,41,1990,North America,1,2,0.0,Port au Prince,,1000s,political and labor leaders,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-07-12,1990-07-12
184,411991001,Haiti,41,1991,North America,1,1,1.0,Jeremie,,1000s,supporters of jean bertrand aristide,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,1991-10-12,1991-10-12
185,411991002,Haiti,41,1991,North America,1,2,0.0,Gonaives,,300,youths in support of aristide,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1991-11-01,1991-11-01
186,411991003,Haiti,41,1991,North America,1,3,0.0,Port au Prince,,80,students,1,0,1,0,0,0,1,0,0,0,3,0,1,0,0,0,1991-11-12,1991-11-12
187,411992001,Haiti,41,1992,North America,1,1,0.0,Port au Prince,,200,anti aristide demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1992-02-24,1992-02-24
188,411992002,Haiti,41,1992,North America,1,2,0.0,Port au Prince,,200,students,1,0,1,0,0,0,1,1,0,0,2,1,1,0,0,0,1992-07-15,1992-07-15
189,411993001,Haiti,41,1993,North America,1,1,1.0,Port au Prince,,2500,unspecified,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1993-02-26,1993-02-26
190,411993002,Haiti,41,1993,North America,1,2,0.0,Port au Prince,,300,roman catholic priests,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1993-04-04,1993-04-04
191,411993003,Haiti,41,1993,North America,1,3,1.0,Port au Prince,,150,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1993-10-04,1993-10-04
192,411993004,Haiti,41,1993,North America,1,4,1.0,Port au Prince,,500,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1993-10-09,1993-10-09
193,411993005,Haiti,41,1993,North America,1,5,0.0,Port au Prince,,200,supporters of right wing groups,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1993-11-01,1993-11-01
194,411994001,Haiti,41,1994,North America,1,1,0.0,Port au Prince,,2000,a far right paramilitary political group,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1994-02-04,1994-02-04
195,411994002,Haiti,41,1994,North America,1,2,1.0,Port au Prince,,1000s,aristide supporters,0,0,1,1,0,1,1,0,0,0,3,0,1,0,0,0,1994-09-20,1994-09-20
196,411994003,Haiti,41,1994,North America,1,3,0.0,Port au Prince,,1000s,aristide supporters,0,0,1,1,0,0,1,0,0,0,3,0,1,0,0,0,1994-09-24,1994-09-24
197,411994004,Haiti,41,1994,North America,1,4,1.0,Gonaives,,10000,aristide supporters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1994-09-24,1994-09-24
198,411994005,Haiti,41,1994,North America,1,5,0.0,Port au Prince,,100s,aristide supporters,0,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1994-09-25,1994-09-25
199,411994006,Haiti,41,1994,North America,1,6,1.0,Port au Prince,,1000s,aristide supporters,0,0,1,0,0,1,1,1,0,0,3,0,1,0,0,0,1994-09-30,1994-09-30
200,411994007,Haiti,41,1994,North America,1,7,0.0,Cap Haitien,,100s,aristide supporters,0,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1994-10-09,1994-10-09
201,411994008,Haiti,41,1994,North America,1,8,0.0,Demizaine,,100s,aristide supporters,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,1994-10-09,1994-10-09
202,411994009,Haiti,41,1994,North America,1,9,1.0,Port au Prince,,2000,students,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1994-11-11,1994-11-11
203,411994010,Haiti,41,1994,North America,1,10,1.0,Port au Prince,,80,former soldiers,1,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,1994-12-26,1994-12-26
204,411995001,Haiti,41,1995,North America,1,1,0.0,Desdunes,,100s,residents,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1995-06-25,1995-06-25
205,411995002,Haiti,41,1995,North America,1,2,1.0,Cite Soleil,,50,residents of cite soleil,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,1995-11-23,1995-11-23
206,411996001,Haiti,41,1996,North America,1,1,0.0,Port au Prince,,100s,aristide supporters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1996-09-30,1996-09-30
207,411997001,Haiti,41,1997,North America,1,1,1.0,national,,100s-1000s,grass roots groups,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1997-01-16,1997-01-16
208,411997002,Haiti,41,1997,North America,1,2,1.0,St. Marc,,50,unspecified,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,1997-02-23,1997-02-23
209,411997003,Haiti,41,1997,North America,1,3,1.0,Port au Prince,,100s,students,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,1997-05-16,1997-05-17
210,411997004,Haiti,41,1997,North America,1,4,0.0,Montrouis,,100s,families of victims,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1997-09-10,1997-09-11
211,411998001,Haiti,41,1998,North America,1,1,1.0,Mirebalais,,300,grass roots group called put order into the disorder,1,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,1998-02-05,1998-02-05
212,411998002,Haiti,41,1998,North America,1,2,1.0,Cabaret,,50,unspecified,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,1998-08-06,1998-08-06
213,411998003,Haiti,41,1998,North America,1,3,1.0,Port de Paix,,400,students and teachers,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1998-10-19,1998-10-19
214,411999001,Haiti,41,1999,North America,1,1,1.0,Port au Prince,,100s,aristide supporters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1999-01-11,1999-01-11
215,411999002,Haiti,41,1999,North America,1,2,1.0,Port au Prince,,100s,students,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1999-03-01,1999-03-02
216,411999003,Haiti,41,1999,North America,1,3,1.0,Port au Prince,,100s,unspecified,0,0,0,1,0,0,1,1,0,0,3,1,0,0,0,0,1999-04-21,1999-05-06
217,411999004,Haiti,41,1999,North America,1,4,0.0,Estere,,500,local residents,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,1999-05-25,1999-05-25
218,411999005,Haiti,41,1999,North America,1,5,1.0,Port au Prince,,100s,unspecified,0,0,0,1,0,0,1,1,0,0,3,1,0,0,0,0,1999-06-12,1999-06-12
219,411999006,Haiti,41,1999,North America,1,6,1.0,Port au Prince,,100s,aristide supporters,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1999-08-05,1999-08-06
220,412000001,Haiti,41,2000,North America,1,1,1.0,Port au Prince,,50,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2000-02-04,2000-02-04
221,412000002,Haiti,41,2000,North America,1,2,1.0,Port au Prince,,100s,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2000-03-27,2000-03-27
222,412000003,Haiti,41,2000,North America,1,3,1.0,Port au Prince,,100,aristide supporters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2000-04-08,2000-04-08
223,412000004,Haiti,41,2000,North America,1,4,1.0,Port au Prince,,100s,aristide supporters,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2000-06-17,2000-06-19
224,412001001,Haiti,41,2001,North America,1,1,0.0,Port au Prince,,1000,convergence political opposition group,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2001-02-01,2001-02-01
225,412002001,Haiti,41,2002,North America,1,1,1.0,Gonaives,,1000s,anti aristide demonstrators,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,2002-08-06,2002-08-08
226,412002002,Haiti,41,2002,North America,1,2,0.0,Cap Haitien,,8000,opposition politicians and former army officers,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2002-11-17,2002-11-17
227,412002003,Haiti,41,2002,North America,1,3,0.0,Cap Haitien,,1000s,students,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2002-11-27,2002-11-27
228,412002004,Haiti,41,2002,North America,1,4,1.0,national,,1000s,convergence democratique opposition political movement,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,2002-12-04,2002-12-04
229,412003001,Haiti,41,2003,North America,1,1,1.0,Gonaives and St. Marc,,100s-1000,opposition politicians,0,0,0,1,0,0,1,1,0,0,3,0,0,0,1,0,2003-09-23,2003-10-14
230,412003002,Haiti,41,2003,North America,1,2,0.0,Port au Prince,,300-1000s,students,1,0,0,1,0,0,1,1,0,0,3,0,0,0,1,0,2003-12-11,2003-12-16
231,412004001,Haiti,41,2004,North America,1,1,1.0,Port au Prince,,1000s,anti aristide demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2004-01-07,2004-01-07
232,412004002,Haiti,41,2004,North America,1,2,0.0,Port au Prince,,4000,anti aristide demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2004-01-18,2004-01-18
233,412004003,Haiti,41,2004,North America,1,3,0.0,Port au Prince,,15000,anti aristide demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2004-01-27,2004-01-27
234,412004004,Haiti,41,2004,North America,1,4,0.0,Port au Prince,,10000s,anti aristide demonstrators,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,2004-02-01,2004-02-01
235,412004005,Haiti,41,2004,North America,1,5,0.0,Port au Prince,,1000s,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2004-03-07,2004-03-07
236,412004006,Haiti,41,2004,North America,1,6,0.0,Port au Prince,,100s,aristide supporters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2004-03-08,2004-03-08
237,412004007,Haiti,41,2004,North America,1,7,0.0,Port au Prince,,10000,aristide supporters,0,0,0,1,0,0,1,1,0,0,3,0,1,0,0,0,2004-05-19,2004-05-19
238,412004008,Haiti,41,2004,North America,1,8,1.0,Port au Prince,,1000s,aristide supporters,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,2004-09-30,2004-09-30
239,412005001,Haiti,41,2005,North America,1,1,0.0,Port au Prince,,2000,aristide supporters,0,0,0,0,0,1,1,1,0,0,3,0,1,0,0,0,2005-02-28,2005-02-28
240,412005002,Haiti,41,2005,North America,1,2,0.0,Port au Prince,,1000s,aristide supporters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2005-03-04,2005-03-04
241,412006001,Haiti,41,2006,North America,1,1,0.0,Port au Prince,,100s,unspecified,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,2006-01-12,2006-01-12
242,412006002,Haiti,41,2006,North America,1,2,1.0,national,,10000s,preval supporters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2006-02-13,2006-02-14
243,412006003,Haiti,41,2006,North America,1,3,0.0,Port au Prince,,1000s,aristide supporters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2006-07-15,2006-07-15
244,412006004,Haiti,41,2006,North America,1,4,0.0,Port au Prince,,150,rape victims,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2006-09-01,2006-09-01
245,412007001,Haiti,41,2007,North America,1,1,0.0,Port au Prince,,2000,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2007-03-30,2007-03-30
246,412008001,Haiti,41,2008,North America,1,1,1.0,Les Cayes,,50,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2008-04-03,2008-04-03
247,412008002,Haiti,41,2008,North America,1,2,1.0,Port au Prince,,10000s,unspecified,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,2008-04-08,2008-04-09
248,412008003,Haiti,41,2008,North America,1,3,0.0,Les Cayes,,100s,unspecified,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,2008-08-25,2008-08-25
250,412010001,Haiti,41,2010,North America,1,1,1.0,Cap Haitien,,100s,unspecified,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2010-11-15,2010-11-15
251,412010002,Haiti,41,2010,North America,1,2,1.0,Port au Prince,,1000s,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2010-11-18,2010-11-18
252,412010003,Haiti,41,2010,North America,1,3,0.0,national,,100s,opposition candidates,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2010-11-28,2010-11-29
253,412010004,Haiti,41,2010,North America,1,4,1.0,Port au Prince,,1000s,supporters of opposition candidates,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2010-12-07,2010-12-09
254,412011001,Haiti,41,2011,North America,1,1,0.0,Port au Prince,,200,unspecified,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,2011-02-07,2011-02-07
255,412011002,Haiti,41,2011,North America,1,2,0.0,Port au Prince,,300,unspecified,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2011-09-15,2011-09-15
256,412012001,Haiti,41,2012,North America,1,1,0.0,Port au Prince,,1000s,aristide supporters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2012-03-01,2012-03-01
257,412012002,Haiti,41,2012,North America,1,2,0.0,Port au Prince,,100s,former and would be soldiers,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2012-05-19,2012-05-20
258,412012003,Haiti,41,2012,North America,1,3,0.0,Port au Prince,,1000,unspecified,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,2012-06-26,2012-06-26
259,412013001,Haiti,41,2013,North America,1,1,0.0,Port au Prince,,1000,haitian coalition of religious and moral organizations,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-07-19,2013-07-19
260,412013002,Haiti,41,2013,North America,1,2,0.0,Port au Prince,,1000s,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-09-30,2013-09-30
261,412013003,Haiti,41,2013,North America,1,3,0.0,Port au Prince,,1000s,aristide supporters and opposition lawmakers,0,0,0,1,0,0,1,1,0,0,3,0,0,1,0,0,2013-10-17,2013-10-17
262,412013004,Haiti,41,2013,North America,1,4,1.0,Port au Prince,,100,university students,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-11-04,2013-11-04
263,412013005,Haiti,41,2013,North America,1,5,1.0,Port au Prince,,1000s,unspecified,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0,0,2013-11-07,2013-11-07
264,412013006,Haiti,41,2013,North America,1,6,0.0,Port au Prince,,1000s,unspecified,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-11-18,2013-11-18
265,412013007,Haiti,41,2013,North America,1,7,0.0,Port au Prince,,600,opposition leader maryse narcisse,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,2013-11-29,2013-11-29
266,412014001,Haiti,41,2014,North America,1,1,1.0,Port Au Prince,100-999,100s,protesters,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-02-04,2014-02-04
267,412014002,Haiti,41,2014,North America,1,2,0.0,Port Au Prince,2000-4999,2000,supporters of former president jean bertrand aristide,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-02-27,2014-02-27
268,412014003,Haiti,41,2014,North America,1,3,0.0,Port Au Prince,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2014-03-29,2014-03-29
269,412014004,Haiti,41,2014,North America,1,4,1.0,Port Au Prince,1000-1999,1500+,protesters,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2014-05-14,2014-05-14
270,412014005,Haiti,41,2014,North America,1,5,0.0,Port Au Prince,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-10-26,2014-10-26
271,412014006,Haiti,41,2014,North America,1,6,1.0,Port Au Prince,2000-4999,1000s,protesters,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,2014-12-05,2014-12-05
272,412014007,Haiti,41,2014,North America,1,7,1.0,Port Au Prince,2000-4999,1000s,protesters,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,2014-12-06,2014-12-06
273,412014008,Haiti,41,2014,North America,1,8,0.0,Port Au Prince,100-999,50+,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2014-12-12,2014-12-12
274,412014009,Haiti,41,2014,North America,1,9,1.0,Port Au Prince,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2014-12-13,2014-12-13
275,412015001,Haiti,41,2015,North America,1,1,1.0,Port Au Prince,1000-1999,1500,protesters,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,2015-01-10,2015-01-10
276,412015002,Haiti,41,2015,North America,1,2,0.0,Port Au Prince,2000-4999,4000,protesters,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2015-01-15,2015-01-15
277,412015003,Haiti,41,2015,North America,1,3,1.0,Port Au Prince,2000-4999,1000s,protesters,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,2015-02-07,2015-02-07
278,412015004,Haiti,41,2015,North America,1,4,1.0,Port Au Prince,2000-4999,1000s,protesters,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2015-11-20,2015-11-20
279,412015005,Haiti,41,2015,North America,1,5,1.0,National,50-99,50+,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-12-19,2015-12-19
280,412016001,Haiti,41,2016,North America,1,1,1.0,Port au Prince; national,2000-4999,about 2000,protesters,1,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,2016-01-18,2016-02-05
281,412016002,Haiti,41,2016,North America,1,2,0.0,Port au Prince,100-999,hundreds,women; disabled,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2016-04-01,2016-04-01
282,412016003,Haiti,41,2016,North America,1,3,0.0,Cabaret,100-999,hundreds,women; disabled,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2016-06-09,2016-06-09
283,412017001,Haiti,41,2017,North America,1,1,0.0,Port au Prince,5000-10000,thousands,workers,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2017-05-19,2017-05-19
284,412017002,Haiti,41,2017,North America,1,2,0.0,Port au Prince,100-999,500,workers,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2017-05-29,2017-05-29
285,412018001,Haiti,41,2018,North America,1,1,0.0,Port au Prince,100-999,hundreds,journalists,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,2018-03-28,2018-03-28
286,412018002,Haiti,41,2018,North America,1,2,1.0,Port au Prince,100-999,several hundred,protesters,0,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0,2018-07-06,2018-07-07
287,412018003,Haiti,41,2018,North America,1,3,1.0,Port au Prince,>10000,tens of thousands,protesters,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,2018-10-17,2018-10-17
288,412018004,Haiti,41,2018,North America,1,4,1.0,Port au Prince,5000-10000,thousands,protesters,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2018-11-18,2018-11-18
289,412018005,Haiti,41,2018,North America,1,5,1.0,Port au Prince,5000-10000,thousands,protesters,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2018-11-23,2018-11-23
290,412019001,Haiti,41,2019,North America,1,1,1.0,Port au Prince,5000-10000,thousands,protesters,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2019-02-07,2019-02-09
291,412019002,Haiti,41,2019,North America,1,2,1.0,Port au Prince,100-999,hundreds,protesters,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2019-02-10,2019-02-10
292,412019003,Haiti,41,2019,North America,1,3,1.0,Port au Prince,100-999,hundreds,protesters,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2019-02-11,2019-02-11
293,412019004,Haiti,41,2019,North America,1,4,1.0,Port au Prince,5000-10000,thousands,protesters,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2019-02-12,2019-02-12
294,412019005,Haiti,41,2019,North America,1,5,1.0,Port au Prince,5000-10000,thousands,protesters,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,2019-06-13,2019-06-13
295,412019006,Haiti,41,2019,North America,1,6,1.0,Port au Prince; national,5000-10000,thousands,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2019-09-25,2019-09-26
296,412019007,Haiti,41,2019,North America,1,7,1.0,Port au Prince,5000-10000,thousands,protesters,0,0,0,1,0,0,1,1,0,0,3,0,0,0,1,0,2019-09-30,2019-09-30
297,412019008,Haiti,41,2019,North America,1,8,1.0,Port au Prince,5000-10000,thousands,protesters,0,0,0,1,0,0,1,1,0,0,3,0,0,0,1,0,2019-10-04,2019-10-04
298,412019009,Haiti,41,2019,North America,1,9,1.0,Port au Prince,5000-10000,thousands,protesters,0,0,0,1,0,0,1,1,0,0,3,0,0,0,1,0,2019-10-11,2019-10-11
299,412019010,Haiti,41,2019,North America,1,10,1.0,Port au Prince; national,>10000,tens of thousands,protesters,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,2019-10-13,2019-10-13
300,412019011,Haiti,41,2019,North America,1,11,1.0,Port au Prince; national,2000-4999,thousands,protesters,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,2019-10-14,2019-10-14
301,412019012,Haiti,41,2019,North America,1,12,1.0,Port au Prince; national,2000-4999,thousands,protesters; mourners,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,2019-10-16,2019-10-16
302,412019013,Haiti,41,2019,North America,1,13,0.0,Port au Prince,5000-10000,thousands,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2019-10-20,2019-10-20
303,412019014,Haiti,41,2019,North America,1,14,0.0,Port au Prince,100-999,several hundred,police officers,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,0,2019-10-27,2019-10-27
304,412019015,Haiti,41,2019,North America,1,15,0.0,Port au Prince,5000-10000,thousands,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2019-10-28,2019-10-28
305,412020001,Haiti,41,2020,North America,1,1,0.0,Port au Prince,100-999,several hundred,police officers,0,0,0,1,0,0,1,1,1,0,2,0,0,0,1,0,2020-02-23,2020-02-23
306,421990001,Dominican Republic,42,1990,North America,1,1,1.0,"Santo Domingo, Santiago, Nagua and San Francisco de Macoris",,100s,opposition dominican liberation party,1,0,0,1,0,1,1,1,0,0,3,0,1,0,0,0,1990-07-16,1990-07-17
307,421990002,Dominican Republic,42,1990,North America,1,2,1.0,national,,1000s,unspecified,1,0,0,1,0,1,1,1,0,0,3,0,0,1,0,0,1990-08-13,1990-08-14
308,421990003,Dominican Republic,42,1990,North America,1,3,0.0,Santo Domingo,,100s,popular organizations collective,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1990-09-28,1990-09-28
309,421990004,Dominican Republic,42,1990,North America,1,4,0.0,national,,100s,labor unions and opposition groups,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1990-11-19,1990-11-19
310,421991001,Dominican Republic,42,1991,North America,1,1,0.0,Santo Domingo,,50,striking doctors,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,1991-04-19,1991-04-19
311,421991002,Dominican Republic,42,1991,North America,1,2,0.0,Santo Domingo,,100s,popular organizations collective,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1991-07-03,1991-07-04
312,421991003,Dominican Republic,42,1991,North America,1,3,1.0,Santo Domingo,,100s,workers unitary central,1,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,1991-07-10,1991-07-10
313,421992001,Dominican Republic,42,1992,North America,1,1,0.0,Santo Domingo,,50,human rights and labor organizations,0,0,0,0,0,1,1,1,0,0,3,0,1,0,0,0,1992-09-20,1992-09-20
314,421993001,Dominican Republic,42,1993,North America,1,1,1.0,Cotui and Maimon,,50,striking gold miners,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,1993-03-18,1993-03-19
315,421994001,Dominican Republic,42,1994,North America,1,1,1.0,Santo Domingo,,50,university students,0,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1994-08-04,1994-08-05
316,421994002,Dominican Republic,42,1994,North America,1,2,1.0,"La Victoria prison, north of Santo Domingo",,50,prisoners,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1994-12-01,1994-12-01
317,421995001,Dominican Republic,42,1995,North America,1,1,1.0,Santo Domingo,,100s,students,1,1,1,1,0,0,1,1,0,0,3,0,0,1,0,0,1995-03-20,1995-03-20
318,421995002,Dominican Republic,42,1995,North America,1,2,1.0,San Francisco de Macoris,,300,residents of poor areas,0,1,1,1,0,0,1,1,0,0,3,0,1,0,0,0,1995-04-04,1995-04-05
319,421995003,Dominican Republic,42,1995,North America,1,3,1.0,Santo Domingo,,100s,university students,0,0,0,1,0,0,1,1,0,0,3,0,1,0,0,0,1995-05-26,1995-05-26
320,421995004,Dominican Republic,42,1995,North America,1,4,1.0,Santo Domingo,,100s,university students,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1995-06-05,1995-06-05
321,421995005,Dominican Republic,42,1995,North America,1,5,1.0,Santo Domingo,,100s,sugar workers,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,1995-09-07,1995-09-10
322,421995006,Dominican Republic,42,1995,North America,1,6,1.0,Santo Domingo,,50,gualey neighborhood residents,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,1995-12-13,1995-12-13
323,421996001,Dominican Republic,42,1996,North America,1,1,1.0,Santo Domingo,,100s,unspecified,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1996-04-09,1996-04-09
324,421996002,Dominican Republic,42,1996,North America,1,2,0.0,Bonao,,50,unspecified,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1996-04-23,1996-04-23
325,421996003,Dominican Republic,42,1996,North America,1,3,0.0,Santo Domingo,,50,journalists,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1996-06-22,1996-06-22
326,421997001,Dominican Republic,42,1997,North America,1,1,1.0,Santo Domingo,,100s,unspecified,1,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,1997-01-16,1997-01-16
327,421997002,Dominican Republic,42,1997,North America,1,2,0.0,Santo Domingo,,100s,unspecified,0,0,0,1,0,0,1,1,0,0,3,0,0,1,0,0,1997-06-12,1997-06-12
328,421997003,Dominican Republic,42,1997,North America,1,3,1.0,San Juan de Maguana,,100s,unspecified,1,0,0,0,0,0,1,1,1,0,2,0,0,1,0,0,1997-07-08,1997-07-08
